scraped_date,title,price,availability,area,link
2024-09-27,Residence 1621,"$5,350",Available Now,877 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1621/
2024-09-27,Residence 515,"$5,540",Available 10/4/24,"1,055 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-515/
2024-09-27,Residence 402,"$5,700",Available Now,"1,020 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-402/
2024-09-28,Residence 219,"$3,370",Available Now,433 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-219/
2024-09-28,Residence 412,"$3,600",Available Now,728 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-412/
2024-09-28,Residence 1208,"$3,760",Available 10/16/24,552 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1208/
2024-09-28,Residence 805,"$3,825",Available 9/30/24,704 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-805/
2024-09-28,Residence 608,"$3,840",Available Now,552 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-608/
2024-09-28,Residence 211,"$4,015",Available Now,761 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-211/
2024-09-28,Residence 322,"$4,060",Available 10/21/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-322/
2024-09-28,Residence 723,"$4,105",Available 10/23/24,730 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-723/
2024-09-28,Residence 1222,"$4,170",Available 10/23/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1222/
2024-09-28,Residence 206,"$5,050",Available 10/16/24,"1,096 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-206/
2024-09-28,Residence 820,"$5,145",Available 10/1/24,930 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-820/
2024-09-28,Residence 1020,"$5,155",Available Now,930 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1020/
2024-09-28,Residence 1621,"$5,190",Available Now,877 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1621/
2024-09-28,Residence 507,"$5,215",Available Now,"1,121 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-507/
2024-09-28,Residence 221,"$5,220",Available 10/30/24,877 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-221/
2024-09-28,Residence 515,"$5,540",Available 10/4/24,"1,055 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-515/
2024-09-28,Residence 402,"$5,700",Available Now,"1,020 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-402/
2024-09-28,Residence 2125,"$7,210",Available 10/6/24,"1,409 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-2125/
2024-09-29,Residence 219,"$3,380",Available Now,433 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-219/
2024-09-29,Residence 412,"$3,600",Available Now,728 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-412/
2024-09-29,Residence 1208,"$3,760",Available 10/16/24,552 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1208/
2024-09-29,Residence 805,"$3,825",Available 9/30/24,704 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-805/
2024-09-29,Residence 608,"$3,850",Available Now,552 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-608/
2024-09-29,Residence 211,"$4,015",Available Now,761 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-211/
2024-09-29,Residence 322,"$4,060",Available 10/21/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-322/
2024-09-29,Residence 822,"$4,085",Available 11/3/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-822/
2024-09-29,Residence 723,"$4,105",Available 10/23/24,730 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-723/
2024-09-29,Residence 1222,"$4,170",Available 10/23/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1222/
2024-09-29,Residence 206,"$5,050",Available 10/16/24,"1,096 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-206/
2024-09-29,Residence 820,"$5,145",Available 10/1/24,930 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-820/
2024-09-29,Residence 1020,"$5,155",Available Now,930 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1020/
2024-09-29,Residence 1621,"$5,190",Available Now,877 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1621/
2024-09-29,Residence 507,"$5,215",Available Now,"1,121 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-507/
2024-09-29,Residence 221,"$5,220",Available 10/30/24,877 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-221/
2024-09-29,Residence 515,"$5,540",Available 10/4/24,"1,055 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-515/
2024-09-29,Residence 402,"$5,700",Available Now,"1,020 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-402/
2024-09-29,Residence 2125,"$7,220",Available 10/6/24,"1,409 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-2125/
2024-09-30,Residence 219,"$3,380",Available Now,433 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-219/
2024-09-30,Residence 412,"$3,600",Available Now,728 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-412/
2024-09-30,Residence 1208,"$3,760",Available 10/16/24,552 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1208/
2024-09-30,Residence 805,"$3,825",Available Now,704 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-805/
2024-09-30,Residence 608,"$3,850",Available Now,552 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-608/
2024-09-30,Residence 211,"$4,015",Available Now,761 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-211/
2024-09-30,Residence 322,"$4,060",Available 10/21/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-322/
2024-09-30,Residence 822,"$4,085",Available 11/3/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-822/
2024-09-30,Residence 723,"$4,105",Available 10/23/24,730 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-723/
2024-09-30,Residence 1222,"$4,170",Available 10/23/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1222/
2024-09-30,Residence 206,"$5,090",Available 10/16/24,"1,096 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-206/
2024-09-30,Residence 820,"$5,145",Available 10/1/24,930 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-820/
2024-09-30,Residence 1020,"$5,155",Available Now,930 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1020/
2024-09-30,Residence 1621,"$5,190",Available Now,877 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1621/
2024-09-30,Residence 507,"$5,215",Available Now,"1,121 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-507/
2024-09-30,Residence 221,"$5,220",Available 10/30/24,877 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-221/
2024-09-30,Residence 515,"$5,540",Available 10/4/24,"1,055 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-515/
2024-09-30,Residence 402,"$5,700",Available Now,"1,020 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-402/
2024-09-30,Residence 2125,"$7,220",Available 10/6/24,"1,409 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-2125/
2024-10-01,Residence 219,"$3,395",Available Now,433 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-219/
2024-10-01,Residence 412,"$3,600",Available Now,728 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-412/
2024-10-01,Residence 1208,"$3,760",Available 10/16/24,552 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1208/
2024-10-01,Residence 805,"$3,825",Available Now,704 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-805/
2024-10-01,Residence 608,"$3,865",Available Now,552 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-608/
2024-10-01,Residence 211,"$4,015",Available Now,761 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-211/
2024-10-01,Residence 322,"$4,060",Available 10/21/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-322/
2024-10-01,Residence 822,"$4,085",Available 11/3/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-822/
2024-10-01,Residence 723,"$4,105",Available 10/23/24,730 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-723/
2024-10-01,Residence 1222,"$4,170",Available 10/23/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1222/
2024-10-01,Residence 206,"$5,090",Available 10/16/24,"1,096 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-206/
2024-10-01,Residence 820,"$5,185",Available Now,930 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-820/
2024-10-01,Residence 1621,"$5,190",Available Now,877 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1621/
2024-10-01,Residence 1020,"$5,195",Available Now,930 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1020/
2024-10-01,Residence 221,"$5,220",Available 10/30/24,877 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-221/
2024-10-01,Residence 507,"$5,255",Available Now,"1,121 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-507/
2024-10-01,Residence 402,"$5,529",Available Now,"1,020 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-402/
2024-10-01,Residence 515,"$5,580",Available 10/4/24,"1,055 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-515/
2024-10-01,Residence 2125,"$7,190",Available 10/6/24,"1,409 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-2125/
2024-10-02,Residence 219,"$3,380",Available Now,433 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-219/
2024-10-02,Residence 412,"$3,600",Available Now,728 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-412/
2024-10-02,Residence 1208,"$3,760",Available 10/16/24,552 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1208/
2024-10-02,Residence 805,"$3,825",Available Now,704 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-805/
2024-10-02,Residence 608,"$3,850",Available Now,552 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-608/
2024-10-02,Residence 211,"$4,015",Available Now,761 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-211/
2024-10-02,Residence 322,"$4,060",Available 10/21/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-322/
2024-10-02,Residence 822,"$4,085",Available 11/3/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-822/
2024-10-02,Residence 723,"$4,105",Available 10/23/24,730 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-723/
2024-10-02,Residence 1222,"$4,170",Available 10/23/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1222/
2024-10-02,Residence 206,"$5,050",Available 10/16/24,"1,096 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-206/
2024-10-02,Residence 820,"$5,145",Available Now,930 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-820/
2024-10-02,Residence 1020,"$5,155",Available Now,930 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1020/
2024-10-02,Residence 1621,"$5,189",Available Now,877 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1621/
2024-10-02,Residence 507,"$5,215",Available Now,"1,121 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-507/
2024-10-02,Residence 221,"$5,220",Available 10/30/24,877 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-221/
2024-10-02,Residence 402,"$5,529",Available Now,"1,020 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-402/
2024-10-02,Residence 515,"$5,540",Available 10/4/24,"1,055 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-515/
2024-10-02,Residence 2125,"$7,155",Available 10/6/24,"1,409 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-2125/
2024-10-03,Residence 219,"$3,360",Available Now,433 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-219/
2024-10-03,Residence 412,"$3,595",Available Now,728 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-412/
2024-10-03,Residence 1208,"$3,755",Available 10/16/24,552 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1208/
2024-10-03,Residence 805,"$3,820",Available Now,704 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-805/
2024-10-03,Residence 608,"$3,830",Available Now,552 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-608/
2024-10-03,Residence 211,"$4,015",Available Now,761 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-211/
2024-10-03,Residence 322,"$4,055",Available 10/21/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-322/
2024-10-03,Residence 723,"$4,100",Available 10/23/24,730 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-723/
2024-10-03,Residence 1222,"$4,165",Available 10/23/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1222/
2024-10-03,Residence 206,"$5,050",Available 10/16/24,"1,096 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-206/
2024-10-03,Residence 820,"$5,145",Available Now,930 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-820/
2024-10-03,Residence 1020,"$5,155",Available Now,930 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1020/
2024-10-03,Residence 1621,"$5,189",Available Now,877 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1621/
2024-10-03,Residence 507,"$5,215",Available Now,"1,121 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-507/
2024-10-03,Residence 221,"$5,220",Available 10/30/24,877 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-221/
2024-10-03,Residence 402,"$5,529",Available Now,"1,020 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-402/
2024-10-03,Residence 515,"$5,540",Available 10/4/24,"1,055 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-515/
2024-10-03,Residence 2125,"$7,155",Available 10/6/24,"1,409 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-2125/
2024-10-04,Residence 412,"$3,595",Available Now,728 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-412/
2024-10-04,Residence 1208,"$3,755",Available 10/16/24,552 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1208/
2024-10-04,Residence 805,"$3,820",Available Now,704 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-805/
2024-10-04,Residence 608,"$3,840",Available Now,552 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-608/
2024-10-04,Residence 211,"$4,015",Available Now,761 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-211/
2024-10-04,Residence 322,"$4,055",Available 10/21/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-322/
2024-10-04,Residence 822,"$4,080",Available 11/3/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-822/
2024-10-04,Residence 723,"$4,100",Available 10/23/24,730 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-723/
2024-10-04,Residence 1222,"$4,165",Available 10/23/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1222/
2024-10-04,Residence 206,"$5,050",Available 10/16/24,"1,096 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-206/
2024-10-04,Residence 820,"$5,145",Available Now,930 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-820/
2024-10-04,Residence 1020,"$5,155",Available Now,930 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1020/
2024-10-04,Residence 1621,"$5,189",Available Now,877 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1621/
2024-10-04,Residence 507,"$5,215",Available Now,"1,121 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-507/
2024-10-04,Residence 221,"$5,220",Available 10/30/24,877 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-221/
2024-10-04,Residence 402,"$5,529",Available Now,"1,020 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-402/
2024-10-04,Residence 515,"$5,540",Available Now,"1,055 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-515/
2024-10-07,Residence 1208,"$3,755",Available 10/16/24,552 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1208/
2024-10-07,Residence 805,"$3,820",Available Now,704 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-805/
2024-10-07,Residence 608,"$3,830",Available Now,552 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-608/
2024-10-07,Residence 211,"$4,015",Available Now,761 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-211/
2024-10-07,Residence 322,"$4,055",Available 10/21/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-322/
2024-10-07,Residence 822,"$4,095",Available 11/3/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-822/
2024-10-07,Residence 723,"$4,100",Available 10/23/24,730 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-723/
2024-10-07,Residence 1222,"$4,165",Available 10/23/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1222/
2024-10-07,Residence 1423,"$4,210",Available 11/5/24,730 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1423/
2024-10-07,Residence 1823,"$4,230",Available 11/4/24,730 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1823/
2024-10-07,Residence 206,"$5,050",Available 10/16/24,"1,096 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-206/
2024-10-07,Residence 820,"$5,145",Available Now,930 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-820/
2024-10-07,Residence 1020,"$5,155",Available Now,930 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1020/
2024-10-07,Residence 1621,"$5,189",Available Now,877 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1621/
2024-10-07,Residence 507,"$5,215",Available Now,"1,121 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-507/
2024-10-07,Residence 221,"$5,220",Available 10/30/24,877 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-221/
2024-10-07,Residence 921,"$5,255",Available 10/8/24,877 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-921/
2024-10-07,Residence 402,"$5,529",Available Now,"1,020 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-402/
2024-10-07,Residence 515,"$5,540",Available Now,"1,055 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-515/
2024-10-08,Residence 608,"$3,815",Available Now,552 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-608/
2024-10-08,Residence 1208,"$3,830",Available 10/16/24,552 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1208/
2024-10-08,Residence 805,"$3,895",Available Now,704 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-805/
2024-10-08,Residence 211,"$4,015",Available Now,761 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-211/
2024-10-08,Residence 309,"$4,045",Available 11/24/24,713 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-309/
2024-10-08,Residence 322,"$4,130",Available 10/21/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-322/
2024-10-08,Residence 822,"$4,170",Available 11/3/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-822/
2024-10-08,Residence 723,"$4,175",Available 10/23/24,730 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-723/
2024-10-08,Residence 1222,"$4,240",Available 10/23/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1222/
2024-10-08,Residence 1422,"$4,280",Available 11/25/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1422/
2024-10-08,Residence 1423,"$4,285",Available 11/5/24,730 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1423/
2024-10-08,Residence 1823,"$4,305",Available 11/4/24,730 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1823/
2024-10-08,Residence 206,"$5,050",Available 10/16/24,"1,096 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-206/
2024-10-08,Residence 820,"$5,145",Available Now,930 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-820/
2024-10-08,Residence 1020,"$5,155",Available Now,930 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1020/
2024-10-08,Residence 1621,"$5,189",Available Now,877 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1621/
2024-10-08,Residence 507,"$5,215",Available Now,"1,121 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-507/
2024-10-08,Residence 221,"$5,220",Available 10/30/24,877 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-221/
2024-10-08,Residence 402,"$5,529",Available Now,"1,020 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-402/
2024-10-08,Residence 515,"$5,540",Available Now,"1,055 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-515/
2024-10-09,Residence 608,"$3,800",Available Now,552 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-608/
2024-10-09,Residence 1208,"$3,830",Available 10/16/24,552 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1208/
2024-10-09,Residence 805,"$3,895",Available Now,704 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-805/
2024-10-09,Residence 211,"$3,957",Available Now,761 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-211/
2024-10-09,Residence 309,"$4,050",Available 11/24/24,713 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-309/
