scraped_date,title,price,availability,area,link
2024-10-09,Residence 322,"$4,130",Available 10/21/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-322/
2024-10-09,Residence 822,"$4,175",Available 11/3/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-822/
2024-10-09,Residence 723,"$4,175",Available 10/23/24,730 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-723/
2024-10-09,Residence 1222,"$4,240",Available 10/23/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1222/
2024-10-09,Residence 1422,"$4,280",Available 11/25/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1422/
2024-10-09,Residence 1423,"$4,290",Available 11/5/24,730 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1423/
2024-10-09,Residence 1823,"$4,310",Available 11/4/24,730 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1823/
2024-10-09,Residence 206,"$5,090",Available 10/16/24,"1,096 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-206/
2024-10-09,Residence 820,"$5,185",Available Now,930 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-820/
2024-10-09,Residence 1621,"$5,189",Available Now,877 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1621/
2024-10-09,Residence 1020,"$5,195",Available Now,930 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1020/
2024-10-09,Residence 221,"$5,230",Available 10/30/24,877 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-221/
2024-10-09,Residence 507,"$5,255",Available Now,"1,121 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-507/
2024-10-09,Residence 402,"$5,529",Available Now,"1,020 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-402/
2024-10-09,Residence 515,"$5,580",Available Now,"1,055 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-515/
2024-10-11,Residence 608,"$3,755",Available Now,552 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-608/
2024-10-11,Residence 1208,"$3,830",Available 10/16/24,552 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1208/
2024-10-11,Residence 805,"$3,895",Available Now,704 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-805/
2024-10-11,Residence 211,"$3,957",Available Now,761 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-211/
2024-10-11,Residence 509,"$4,055",Available 11/4/24,713 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-509/
2024-10-11,Residence 322,"$4,130",Available 10/21/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-322/
2024-10-11,Residence 822,"$4,170",Available 11/3/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-822/
2024-10-11,Residence 723,"$4,175",Available 10/23/24,730 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-723/
2024-10-11,Residence 1222,"$4,240",Available 10/23/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1222/
2024-10-11,Residence 1423,"$4,285",Available 11/5/24,730 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1423/
2024-10-11,Residence 1823,"$4,305",Available 11/4/24,730 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1823/
2024-10-11,Residence 206,"$5,090",Available 10/16/24,"1,096 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-206/
2024-10-11,Residence 820,"$5,185",Available Now,930 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-820/
2024-10-11,Residence 1020,"$5,195",Available Now,930 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1020/
2024-10-11,Residence 1621,"$5,228",Available Now,877 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1621/
2024-10-11,Residence 221,"$5,240",Available 10/30/24,877 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-221/
2024-10-11,Residence 507,"$5,255",Available Now,"1,121 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-507/
2024-10-11,Residence 402,"$5,567",Available Now,"1,020 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-402/
2024-10-11,Residence 515,"$5,580",Available Now,"1,055 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-515/
2024-10-11,Residence 625,"$7,245",Available 11/15/24,"1,409 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-625/
2024-10-11,Residence 2125,"$7,265",Available Now,"1,409 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-2125/
2024-10-13,Residence 608,"$3,725",Available Now,552 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-608/
2024-10-13,Residence 1208,"$3,825",Available 10/16/24,552 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1208/
2024-10-13,Residence 805,"$3,890",Available Now,704 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-805/
2024-10-13,Residence 309,"$4,045",Available 11/24/24,713 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-309/
2024-10-13,Residence 509,"$4,055",Available 11/4/24,713 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-509/
2024-10-13,Residence 322,"$4,125",Available 10/21/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-322/
2024-10-13,Residence 822,"$4,170",Available 11/3/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-822/
2024-10-13,Residence 1222,"$4,235",Available 10/23/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1222/
2024-10-13,Residence 1422,"$4,275",Available 11/25/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1422/
2024-10-13,Residence 1423,"$4,285",Available 11/5/24,730 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1423/
2024-10-13,Residence 1823,"$4,305",Available 11/4/24,730 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1823/
2024-10-13,Residence 206,"$5,090",Available 10/16/24,"1,096 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-206/
2024-10-13,Residence 820,"$5,185",Available Now,930 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-820/
2024-10-13,Residence 1020,"$5,195",Available Now,930 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1020/
2024-10-13,Residence 1621,"$5,228",Available Now,877 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1621/
2024-10-13,Residence 221,"$5,245",Available 10/30/24,877 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-221/
2024-10-13,Residence 507,"$5,255",Available Now,"1,121 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-507/
2024-10-13,Residence 402,"$5,567",Available Now,"1,020 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-402/
2024-10-13,Residence 515,"$5,580",Available Now,"1,055 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-515/
2024-10-13,Residence 2125,"$7,300",Available Now,"1,409 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-2125/
2024-10-15,Residence 412,"$3,555",Available Now,728 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-412/
2024-10-15,Residence 608,"$3,650",Available Now,552 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-608/
2024-10-15,Residence 1208,"$3,900",Available 10/16/24,552 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1208/
2024-10-15,Residence 805,"$3,965",Available Now,704 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-805/
2024-10-15,Residence 309,"$4,130",Available 11/24/24,713 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-309/
2024-10-15,Residence 509,"$4,140",Available 11/4/24,713 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-509/
2024-10-15,Residence 322,"$4,200",Available 10/21/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-322/
2024-10-15,Residence 822,"$4,255",Available 11/3/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-822/
2024-10-15,Residence 1222,"$4,310",Available 10/23/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1222/
2024-10-15,Residence 1422,"$4,360",Available 11/25/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1422/
2024-10-15,Residence 1423,"$4,370",Available 11/5/24,730 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1423/
2024-10-15,Residence 1823,"$4,390",Available 11/4/24,730 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1823/
2024-10-15,Residence 206,"$5,090",Available 10/16/24,"1,096 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-206/
2024-10-15,Residence 820,"$5,185",Available Now,930 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-820/
2024-10-15,Residence 1020,"$5,195",Available Now,930 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1020/
2024-10-15,Residence 1621,"$5,228",Available Now,877 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1621/
2024-10-15,Residence 507,"$5,255",Available Now,"1,121 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-507/
2024-10-15,Residence 221,"$5,260",Available 10/30/24,877 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-221/
2024-10-15,Residence 402,"$5,567",Available Now,"1,020 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-402/
2024-10-15,Residence 515,"$5,580",Available Now,"1,055 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-515/
2024-10-16,Residence 412,"$3,555",Available Now,728 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-412/
2024-10-16,Residence 608,"$3,650",Available Now,552 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-608/
2024-10-16,Residence 1208,"$3,900",Available Now,552 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1208/
2024-10-16,Residence 805,"$3,965",Available Now,704 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-805/
2024-10-16,Residence 309,"$4,130",Available 11/24/24,713 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-309/
2024-10-16,Residence 509,"$4,140",Available 11/4/24,713 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-509/
2024-10-16,Residence 322,"$4,200",Available 10/21/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-322/
2024-10-16,Residence 822,"$4,255",Available 11/3/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-822/
2024-10-16,Residence 1222,"$4,310",Available 10/23/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1222/
2024-10-16,Residence 1422,"$4,360",Available 11/25/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1422/
2024-10-16,Residence 1423,"$4,370",Available 11/5/24,730 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1423/
2024-10-16,Residence 1823,"$4,390",Available 11/4/24,730 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1823/
2024-10-16,Residence 206,"$5,090",Available Now,"1,096 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-206/
2024-10-16,Residence 820,"$5,185",Available Now,930 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-820/
2024-10-16,Residence 1020,"$5,195",Available Now,930 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1020/
2024-10-16,Residence 1621,"$5,228",Available Now,877 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1621/
2024-10-16,Residence 507,"$5,255",Available Now,"1,121 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-507/
2024-10-16,Residence 221,"$5,260",Available 10/30/24,877 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-221/
2024-10-16,Residence 402,"$5,567",Available Now,"1,020 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-402/
2024-10-16,Residence 515,"$5,580",Available Now,"1,055 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-515/
2024-10-17,Residence 608,"$3,630",Available Now,552 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-608/
2024-10-17,Residence 1208,"$3,905",Available Now,552 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1208/
2024-10-17,Residence 805,"$3,970",Available Now,704 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-805/
2024-10-17,Residence 309,"$4,145",Available 11/24/24,713 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-309/
2024-10-17,Residence 509,"$4,155",Available 11/4/24,713 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-509/
2024-10-17,Residence 322,"$4,205",Available 10/21/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-322/
2024-10-17,Residence 822,"$4,270",Available 11/3/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-822/
2024-10-17,Residence 1222,"$4,315",Available 10/23/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1222/
2024-10-17,Residence 1422,"$4,385",Available 11/25/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1422/
2024-10-17,Residence 1423,"$4,385",Available 11/5/24,730 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1423/
2024-10-17,Residence 1823,"$4,405",Available 11/4/24,730 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1823/
2024-10-17,Residence 1621,"$5,057",Available Now,877 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1621/
2024-10-17,Residence 206,"$5,095",Available Now,"1,096 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-206/
2024-10-17,Residence 820,"$5,190",Available Now,930 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-820/
2024-10-17,Residence 1020,"$5,200",Available Now,930 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1020/
2024-10-17,Residence 507,"$5,260",Available Now,"1,121 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-507/
2024-10-17,Residence 221,"$5,270",Available 10/30/24,877 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-221/
2024-10-17,Residence 402,"$5,386",Available Now,"1,020 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-402/
2024-10-17,Residence 515,"$5,585",Available Now,"1,055 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-515/
2024-10-17,Residence 425,"$7,280",Available 11/6/24,"1,409 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-425/
2024-10-22,Residence 608,"$3,605",Available Now,552 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-608/
2024-10-22,Residence 1208,"$3,915",Available Now,552 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1208/
2024-10-22,Residence 309,"$4,150",Available 11/24/24,713 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-309/
2024-10-22,Residence 509,"$4,160",Available 11/4/24,713 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-509/
2024-10-22,Residence 1427,"$4,250",Available 10/23/24,727 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1427/
2024-10-22,Residence 822,"$4,275",Available 11/3/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-822/
2024-10-22,Residence 1422,"$4,390",Available 11/25/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1422/
2024-10-22,Residence 1423,"$4,390",Available 11/5/24,730 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1423/
2024-10-22,Residence 1823,"$4,410",Available 11/4/24,730 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1823/
2024-10-22,Residence 1621,"$5,057",Available Now,877 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1621/
2024-10-22,Residence 206,"$5,070",Available Now,"1,096 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-206/
2024-10-22,Residence 820,"$5,165",Available Now,930 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-820/
2024-10-22,Residence 1020,"$5,175",Available Now,930 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1020/
2024-10-22,Residence 507,"$5,235",Available Now,"1,121 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-507/
2024-10-22,Residence 221,"$5,260",Available 10/30/24,877 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-221/
2024-10-22,Residence 515,"$5,560",Available Now,"1,055 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-515/
2024-10-22,Residence 425,"$7,330",Available 11/6/24,"1,409 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-425/
2024-10-23,Residence 608,"$3,595",Available Now,552 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-608/
2024-10-23,Residence 1208,"$3,945",Available Now,552 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1208/
2024-10-23,Residence 309,"$4,185",Available 11/24/24,713 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-309/
2024-10-23,Residence 509,"$4,195",Available 11/4/24,713 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-509/
2024-10-23,Residence 1427,"$4,280",Available Now,727 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1427/
2024-10-23,Residence 822,"$4,310",Available 11/3/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-822/
2024-10-23,Residence 1423,"$4,425",Available 11/5/24,730 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1423/
2024-10-23,Residence 1823,"$4,445",Available 11/4/24,730 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1823/
2024-10-23,Residence 1422,"$4,450",Available 11/25/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1422/
2024-10-23,Residence 206,"$5,055",Available Now,"1,096 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-206/
2024-10-24,Residence 608,"$3,595",Available Now,552 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-608/
2024-10-24,Residence 1208,"$3,945",Available Now,552 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1208/
2024-10-24,Residence 309,"$4,185",Available 11/24/24,713 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-309/
2024-10-24,Residence 509,"$4,195",Available 11/4/24,713 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-509/
2024-10-24,Residence 1427,"$4,280",Available Now,727 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1427/
2024-10-24,Residence 822,"$4,310",Available 11/3/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-822/
2024-10-24,Residence 1423,"$4,425",Available 11/5/24,730 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1423/
2024-10-24,Residence 1823,"$4,445",Available 11/4/24,730 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1823/
2024-10-24,Residence 1422,"$4,450",Available 11/25/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1422/
2024-10-24,Residence 1621,"$5,033",Available Now,877 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1621/
2024-10-24,Residence 206,"$5,045",Available Now,"1,096 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-206/
2024-10-24,Residence 820,"$5,140",Available Now,930 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-820/
2024-10-24,Residence 1020,"$5,150",Available Now,930 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1020/
2024-10-24,Residence 507,"$5,210",Available Now,"1,121 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-507/
2024-10-24,Residence 221,"$5,235",Available 10/30/24,877 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-221/
2024-10-24,Residence 515,"$5,535",Available Now,"1,055 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-515/
2024-10-24,Residence 425,"$7,310",Available 11/6/24,"1,409 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-425/
2024-10-28,Residence 608,"$3,610",Available Now,552 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-608/
2024-10-28,Residence 1208,"$3,955",Available Now,552 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1208/
2024-10-28,Residence 309,"$4,190",Available 11/24/24,713 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-309/
2024-10-28,Residence 509,"$4,200",Available 11/4/24,713 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-509/
2024-10-28,Residence 822,"$4,280",Available 11/3/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-822/
2024-10-28,Residence 1423,"$4,430",Available 11/5/24,730 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1423/
2024-10-28,Residence 1422,"$4,450",Available 11/25/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1422/
2024-10-28,Residence 1823,"$4,450",Available 11/4/24,730 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1823/
2024-10-28,Residence 206,"$5,025",Available Now,"1,096 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-206/
2024-10-28,Residence 1621,"$5,033",Available Now,877 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1621/
2024-10-28,Residence 820,"$5,120",Available Now,930 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-820/
2024-10-28,Residence 1020,"$5,130",Available Now,930 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1020/
2024-10-28,Residence 507,"$5,190",Available Now,"1,121 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-507/
2024-10-28,Residence 221,"$5,195",Available 10/30/24,877 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-221/
2024-10-28,Residence 515,"$5,515",Available Now,"1,055 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-515/
2024-10-28,Residence 425,"$7,305",Available 11/6/24,"1,409 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-425/
